data,Benchmark,MeanVariance,MeanVariance_cd,CLA,CLA_cd,HRP,HRP_cd,nonconvex,nonconvex_cd,random
2016-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-31,0.027558181818181815,0.014012691151012113,0.014012691151012113,0.014012691151012113,0.014012691151012113,0.014861778952858673,0.014861778952858673,0.016986329512162612,0.016986329512162612,0.01926269669966274
2016-08-31,0.028534901561545256,0.003987740224114966,0.0020727519643640724,0.003313549313911923,0.0013752531830649728,0.002139054300771992,0.001485133314528042,0.0022440310427638277,0.0022440310427638277,0.0020550853268367364
2016-09-30,0.02857555850707727,-0.00021156497885965742,-0.0017898900510744387,-0.0008070552722607705,-0.0022059121314239594,-0.006340774517358483,-0.0069158820713535185,-0.00490717021146958,-0.00490717021146958,-0.005031796398163424
2016-10-31,0.014549482555920257,-0.024646917546362723,-0.024343275138951737,-0.025257127746903585,-0.024768853952425562,-0.036054366915945324,-0.03789661664028188,-0.035498093222415594,-0.035498093222415594,-0.036190179443795434
2016-11-30,0.04423770246387959,-0.08640358825718142,-0.06406634341509199,-0.09743657466242373,-0.06450914296457211,-0.0625131664878934,-0.07052834643558181,-0.06490983719877075,-0.06490983719877075,-0.06894971420029927
2016-12-31,0.0606560624734207,-0.08604393384766773,-0.06313375862447568,-0.098189592737019,-0.06347225173258608,-0.06028604816797156,-0.06967661479822052,-0.06274985024027757,-0.06274985024027757,-0.06681565404358603
2017-01-31,0.07523329697847148,-0.07174176057319537,-0.0452379339261203,-0.08410415033076102,-0.04585438876861714,-0.04407258182265161,-0.05473706857086691,-0.04724190464350231,-0.04724190464350231,-0.0499828841370582
2017-02-28,0.10730842145149766,-0.040227122391355064,-0.015632411315670836,-0.05306044231700702,-0.016230497121506815,-0.02047711116934503,-0.03339512476964457,-0.02498702083521709,-0.02498702083521709,-0.02852426903504135
2017-03-31,0.10836192262523547,-0.04272182976614136,-0.020842615252107066,-0.055518993163635066,-0.021443840769562628,-0.028266880818252904,-0.04046745171130717,-0.03257583269135034,-0.03257583269135034,-0.036239020423165735
2017-04-30,0.11651796432220207,-0.03994965536959083,-0.015162470289682428,-0.052934764124976885,-0.015760254966919685,-0.01885756769050051,-0.031111792013633788,-0.02346904264191907,-0.02346904264191907,-0.02755960988217021
2017-05-31,0.12814975399039774,-0.0325263396470743,-0.007790735286738126,-0.04573215776406525,-0.008384079652462018,-0.010635385144563525,-0.022871454270137703,-0.015999319214233587,-0.015999319214233587,-0.019115887201335724
2017-06-30,0.1334196921098838,-0.034166421798712765,-0.012931173562036102,-0.0473904892078888,-0.013527591562085939,-0.012211756172261223,-0.02479731213825276,-0.018852917314342577,-0.018852917314342577,-0.02261401611838154
2017-07-31,0.15042970972239278,-0.025941207703273683,0.0018150685302744662,-0.03933765643775888,0.0012275133715075048,0.00033518507507235284,-0.015528489876744711,-0.00810834649007619,-0.00810834649007619,-0.0122579708212468
2017-08-31,0.1528448165998837,-0.017695138801698373,0.011932505140662686,-0.030783444022633,0.011350942382783447,0.010594803800673347,-0.0014000812973267163,0.005136669723984522,0.005136669723984522,7.583684560652504e-05
2017-09-30,0.16956599582215737,-0.022201708527275432,0.010947712465123605,-0.03524922540464237,0.010365572275396917,0.003334351889563214,-0.011369714527837416,-0.004641648257477926,-0.004641648257477926,-0.010576563625589008
2017-10-31,0.1891953070816781,-0.011589697544802435,0.022973108792058605,-0.02451071809904448,0.022398026631903156,0.006450192540705002,-0.009167040169914764,-0.002810695449575573,-0.002810695449575573,-0.01035283884906213
2017-11-30,0.21475980423732421,0.006979435324296457,0.04113079671175357,-0.005686201924736789,0.040566245080457475,0.02351370822486576,0.005066037911427679,0.011666763107597178,0.011666763107597178,0.005940097539472555
2017-12-31,0.22494040213238287,0.013922502772878431,0.0487237172290198,0.0013808871671703304,0.048342859456063425,0.030953513594034865,0.01362521511885173,0.020296223529892132,0.020296223529892132,0.01729296616305387
2018-01-31,0.27241748171115376,0.05128101147620323,0.0870065632910666,0.03786797773944284,0.08473480622563556,0.045839865491138054,0.023269205424489958,0.03188942600855149,0.03188942600855149,0.019135963078676932
2018-02-28,0.24154010733028553,0.024263169176367394,0.06085370095304932,0.011367278936167402,0.05852408254813113,0.012781617154109637,-0.007559873826686103,0.0005552596621857253,0.0005552596621857253,-0.018068275012771973
2018-03-31,0.21838634258492529,0.001074374341845763,0.04683129338199776,-0.011370970465782393,0.04437776720336928,0.018522609559968317,-0.002264666609635868,0.0033162755028292024,0.0033162755028292024,-0.012318542035322566
2018-04-30,0.22274194276813364,-0.015114690433530198,0.042116502024475144,-0.02739594241011145,0.039607166353043066,0.01105183451155467,-0.006003668553346331,0.0015466866083624353,0.0015466866083624353,-0.01738737307106175
2018-05-31,0.2431816358804073,-0.019941031247779906,0.047161504318308234,-0.03214528163034125,0.044561087475360805,0.016625427173898588,0.003602193310022872,0.011062814292571721,0.011062814292571721,-0.004416471070161632
2018-06-30,0.248024483262677,-0.03583229337340854,0.0360926270844395,-0.04785848004137394,0.033442227825433934,0.007733646218848311,-0.00022593197826681344,0.006817904786397877,0.006817904786397877,-0.010392036418207962
2018-07-31,0.2793676732319439,-0.03334359058805125,0.052549537561950244,-0.045628553843252595,0.0502109533795535,-0.0010154322108111291,-0.0007839200524072387,0.010449897779151618,0.010449897779151618,-0.011322722119593287
2018-08-31,0.3064840168447658,-0.020846148530767827,0.0734783548298803,-0.0329144186309267,0.07127703720068823,-0.0006522504856791844,0.005930908045226002,0.018964918243806972,0.018964918243806972,-0.004876733344092221
2018-09-30,0.31155983793149233,-0.03159952941955624,0.07462572006369728,-0.043684858084570344,0.07242687326083874,-0.015508187700217224,-0.008109575326817997,0.0068717758054607225,0.0068717758054607225,-0.020043070843014932
2018-10-31,0.25249728228504276,-0.08905370324450734,0.018469767401676274,-0.10204744229838225,0.016150128854243495,-0.036349939148221044,-0.030707673891985254,-0.01947648187738893,-0.01947648187738893,-0.04171735813631605
2018-11-30,0.2681733955992808,-0.07448703911577348,0.033336600546240325,-0.08727933919007025,0.031050847605403553,-0.02092157595743893,-0.0167294417122249,-0.0048788422748125004,-0.0048788422748125004,-0.030308650942773574
2018-12-31,0.19351585559541418,-0.145794545786476,-0.024940487059707306,-0.09628735888898499,-0.03593268247619441,-0.009293320539701555,-0.020934847151597435,-0.023889124583977517,-0.023889124583977517,-0.04391897378418652
2019-01-31,0.2604424204728204,-0.09165595206233723,0.021965830289708888,-0.0873971646676468,0.014609594979870244,0.016332272627962996,0.013918515313232072,0.019959743955069054,0.019959743955069054,0.0036322073611159134
2019-02-28,0.2878575251738298,-0.09605131926779342,0.021570269973937406,-0.0918355918594943,0.014310293546442643,0.010711945049186267,0.013069017592254983,0.02396030221585177,0.02396030221585177,0.008290043208466935
2019-03-31,0.30323234510805985,-0.09330105017544965,0.030710122606277035,-0.08930466607574539,0.023299861067500482,0.027215992750653784,0.03009829481304105,0.03797518238600184,0.03797518238600184,0.02762684545362193
2019-04-30,0.33805272072033055,-0.10032631164613293,0.03623092619022572,-0.0964434148745511,0.028865660105553137,0.018795599866753054,0.027224642179010106,0.04147659637284995,0.04147659637284995,0.02822045518502847
2019-05-31,0.28339245456963125,-0.08065619883840747,0.0427525188356358,-0.07691332330391176,0.03544011060376773,0.040546929958901634,0.03802672139120822,0.039071905563635045,0.039071905563635045,0.03384253878183863
2019-06-30,0.3424924395526957,-0.06383318730095622,0.06351799774336608,-0.06020777197131444,0.05643833244016461,0.07083603724812271,0.0681861597135387,0.07237538695365031,0.07237538695365031,0.07299641057396355
2019-07-31,0.35544649447253185,-0.05883155932449735,0.06738074115429826,-0.05524049213307436,0.060162146157660135,0.07237317111454034,0.07130605578421667,0.07701125171624223,0.07701125171624223,0.07829566135035426
2019-08-31,0.3410483732659878,-0.02389390767033761,0.1116938667340891,-0.02054158510490567,0.10358450808999564,0.11020152997563515,0.11703635574665139,0.1105213951124886,0.1105213951124886,0.12867704606913088
2019-09-30,0.35774375100285416,-0.040261324230935425,0.0975580732643021,-0.036800906557563184,0.08967186118395265,0.104729753372923,0.10741620624292125,0.10511607516659738,0.10511607516659738,0.11969045733796968
2019-10-31,0.3767530972324148,-0.035179077936820735,0.10240056255183483,-0.03182700301974206,0.09470799166471022,0.11666912823757425,0.1169442566765998,0.11734491830829197,0.11734491830829197,0.13044054531376859
2019-11-30,0.40796109171862593,-0.04263000925688487,0.10420557825399046,-0.0391510671904477,0.09572505339205262,0.11186237732776716,0.11196252394364103,0.11667094605463446,0.11667094605463446,0.12357181584384214
2019-12-31,0.43312879847490027,-0.033546313434821395,0.10690901746989112,-0.030128534786348804,0.09824379740911104,0.11077969919671371,0.11137243381142015,0.12013174479043265,0.12013174479043265,0.12410176313881705
2020-01-31,0.4327698018883698,-0.017197326573877292,0.1272904426850524,-0.01328079820187933,0.11741318417937263,0.12983090852786006,0.14062143761015178,0.142975922422778,0.142975922422778,0.1581672999412389
2020-02-29,0.3639282038639201,-0.046727701845101555,0.1073000074661088,-0.04527995741541835,0.09731992879181939,0.09557141387880008,0.12701757995356078,0.11879356519033046,0.11879356519033046,0.13507611181596058
2020-03-31,0.2565322525597159,-0.04483755600399442,0.102603881450687,-0.04189649581241417,0.09576394215050499,0.03772197734622473,0.07754722475779208,0.058582190989315386,0.058582190989315386,0.08042052692867763
2020-04-30,0.36362153842883205,-0.014553637600229097,0.13649964271530945,-0.012642773074163172,0.12890196170680035,0.07178529526456745,0.12075554688337997,0.10293970098727989,0.10464153520140118,0.14547964539892566
2020-05-31,0.4045113346455532,-0.009607025250510048,0.14451956521982512,-0.007721461571833066,0.13800089984362462,0.08146775402199524,0.1293749088249222,0.11070509057390665,0.11138295157459943,0.16229947985669602
2020-06-30,0.4198267087078579,-0.0029826226789104737,0.15048085970862368,-0.0011307754509073398,0.14594593298131375,0.09713186439240795,0.14529290133540396,0.12563414443542142,0.12491913333477211,0.16601905278235674
2020-07-31,0.4708180666700318,0.05234743492682559,0.2104952299330033,0.053919510734330656,0.20641617334619977,0.16191030934653705,0.20024444850025336,0.18001047969867656,0.17740561620640594,0.21143559576203652
2020-08-31,0.5317148245778317,0.04420115383198453,0.20287293734275524,0.04581227131590826,0.19925977410409368,0.14997786556228088,0.1940389802339827,0.1707247448857726,0.16881779875733083,0.22194642597466918
2020-09-30,0.49877218591002614,0.028935550470813642,0.18373952912968883,0.030259365580485698,0.17924580672669732,0.13190726184202783,0.17405482248054593,0.1544625478100955,0.15150030692012917,0.1951636001193251
2020-10-31,0.4769317071995389,0.002910838050151021,0.16395784343266984,0.004541130840141516,0.15968352903484695,0.11316431552972583,0.15592156464682805,0.1338700693189142,0.13334698211184015,0.1787315504533472
2020-11-30,0.5719003527212059,0.05708736193046593,0.17881268117313986,0.05845465712665887,0.17441956286411686,0.12621180931257603,0.16932594920662203,0.15683068484818252,0.1516075274459764,0.20972877407906376
2020-12-31,0.6046400235170946,0.08396656578843031,0.19705513465061109,0.08558897065490556,0.1929319362973244,0.13927514493997084,0.19243108740725423,0.17931524183716563,0.17379026348943205,0.24035225283879214
2021-01-31,0.5955891813952622,0.07275270588693306,0.17450286883061705,0.07456576050714114,0.17065960808324088,0.11615149339925779,0.1698447059677567,0.16146042225295765,0.152694762126366,0.22335268217623883
2021-02-28,0.6202496531608089,0.09799806992377325,0.15586735121007556,0.10219307996745186,0.15052092497199387,0.0891028541753951,0.14187990239536685,0.15072054863278994,0.12992814100292993,0.21647195985724899
2021-03-31,0.6606192960215943,0.12782860206853774,0.17508622241174632,0.1319408513462509,0.17102826024715156,0.07472131981229835,0.1322840412046813,0.1539063867155911,0.12329207562619071,0.21207093946336142
2021-04-30,0.7066374688032023,0.17186744065706283,0.217060408169523,0.17688432827873812,0.21320367202267798,0.10807161911158503,0.16675682935583525,0.19162279335867483,0.15835551757726918,0.25241275942712915
